OriginalTweet,Sentiment
Credit is indeed due for such shelters. They distribute resources where they are greatly needed. Just as subsidized bus rapid transit systems of the last govt assisted lower income workers. All these steps are welcome though piece meal',Neutral
"The glee with which this tweet has been interpreted as a call to violence by prominent Pakistani nationalists is telling. I fear for what comes next. Also: they routinely deny attacks/enforced detentions against opponents happen, yet in the same breath celebrate the same actions'",Neutral
"An utter disgrace by successive Pakistani governments in allowing this endangered bird to be hunted to curry favor with certain Gulf countries. Despite the loud and correct statements from PTI in opposition, once in power they too bent their knees'",Neutral
"@ShahrukhWani @syedmdz You're probably giving too much credit there to the PTI brain trust. Reality very much feels like a few buzzwords, IK's personal preference for some caring policies (except when army stops him eg naturalizing refugees) and the rest ",Neutral
"@Razarumi @suhaib_zafar In genuinely generous countries, refugees get to apply to stay and formalize their status. In Pakistan, they can't. So you get a build up of the refugee figure and end up brandishing that figure as evidence ofgenerosity' when it's ",Neutral
"@Razarumi @suhaib_zafar Raza, I don't know about Turkey or the others, but isn't Pakistan's very high also to do with the fact it doesn't offer formal resettlement/permanent residency/naturalization to any refugees, so even those who came 40 years ago are",Neutral
".@Rabail26 gives the low-down on the massive levels of suppression in Pakistan's once relatively vibrant media""",Neutral
"The reason the Chinese embassy is firefighting and issuing ""clarifications"" now is there was no transparency over terms and conditions of CPEC when it rolled out. Not to the Pakistani public, not to the media, not even Pakistani lawmakers who sought them.'",Neutral
"Pretty discursive and informative piece by human rights minister @ShireenMazari1 The ending was a (quiet) call to arms against enforced disappearances, and pro rule of law and civilian supremacy.  Quite a ballsy stand in Pakistan's context.""",Neutral
"According to the Pakistani right, stating the basic facts about a murdered politician\'s political stances, favored causes and known enmities is ""playing politics."" Why are they so desperate for all context to remain unheard?'",Neutral
@zeeshan_shah_dc Comparing herself to a Pakistani minority totally tone deaf expression of global white privilege',Neutral
"All part and parcel of the heavily managed ""democracy"" Pakistan has become. Media which must stay within limits or be curtailed. A governing party which is becoming ever more like the official party, following the Chinese model.'",Neutral
And remember Aasia Bibi remains in Pakistan due to a political agreement between the government and TLP that carries no legal weight. If the TLP have been brought to justice and tamed why does this situation continue?',Neutral
"1) You're questioning the expertise of people at a conference, but if those who set Pakistan's security policy over decades had done a better job, the country wouldn't be so beset by terror and home to so many groups which act with impunity. Why not also question theirs?""",Neutral
Twitter warns global users their tweets violate Pakistani law @AFP',Neutral
@Twitter sending out a lot of these notices after being moved by the govt of Pakistan -- including to those not even connected to Pakistan in any way.',Neutral
"This seems to be an odd thing for him to be commenting on esp on social media. Perhaps he is trying to balance things out after being accused of being too pro-PTI before? Either way, there are too many variables to cast aspersions. Also not his job. Also what is ""mio""?'",Neutral
A Saudi-Canadian activist has gotten a message from @Twitter she is violating Pakistani laws',Neutral
".@Twitter suspended the account of Pakistani journalist/free speech activist @TahaSSiddiqui twice in a week, without specifying any violations he was guilty of and only telling him the suspension was ""in error."" Worth noting as per a a recent Reuters report this account has'",Neutral
"For those in Pakistan -- check out (and vote) in this worthwhile initiative  @accountlab  @integrityidolpk good idea to build up/name and fame' these unsung heroes""",Neutral
@zeeshan_shah_dc Yeah how would they figure this out? if place of birth Pakistan I guess that would work. But what about others? They are eligible for NICOP too right?',Neutral
"@AbuBaudrillard Nah. Firstly an Ataturk would be too extreme for Pakistan. Secondly, the decisions regardingassets' aren't made by the civil govt. Thirdly, wait and see what happens next.""",Neutral
"Portrait of my late grandfather, Major General Rehmat Ali Shah Bokhari, veteran of two Indo-Pakistan wars. This hangs at the Frontier Corps HQ in Quetta where he was the first Inspector General.'",Neutral
"@ayeshaijazkhan @Faisal_Yaqoob_ Oh here\'s one thing that stuck out to me: ""Nicop (National Identity Card for Overseas Pakistanis) is for Pakistanis living abroad,"" the attorney general explained. ""A person holding a Nicop is not a dual national."" -- Appr",Neutral
"PTI can deliver on its goal of providing housing to the marginalized ""by studying carefully examples across the developing world, validating the good work done in the past  and carefully readapting existing infrastructure"" writes @situationsarah\'",Neutral
Sen. Paul says he spoke to Trump about securing asylum for Pakistani Christian woman,Neutral
Informative thread with a nice historical recap on the roots of the intra-Sunni conflict playing out in Pakistan',Neutral
"@aishaismad That's why it puzzles me whatcentrist' means in a Pakistani context. For me it's not people halfway between left and right, rather it's those people who seem to triangulate a midpoint between sane proposal v batshit crazy and posit themselves ",Neutral
"@iTsTaLaT @GulBukhari @Twitter @jack The second called on the government to act against TLP protesters and their leadership who were inciting sedition and mutiny. However, instead of acting against the culprits, the govt seems to only act against critics ",Neutral
Very troubling steps by @Twitter to assist Pakistani authorities in clamping down on legitimate dissent cc @jack Twitter would not dare operate in this fashion in real democracies.  Twitter warns Pakistan rights activists over government criticism',Neutral
"Inevitable outcomes -- @umairjav lays out the choices facing the Pakistani state when it comes to dealing with the religious right. Basically it's a lose-lose. """,Neutral
"This is why I don\'t fall over myself to gush praise any time IK seems to say or do something worthy anymore. The correct response is ""Wait for it there\'s the U turn."" The actual freeing of Asia is nothing to do with his govt and all thanks to her lawyer and the SC judges'",Neutral
Pakistan works to stop Asia Bibi leaving after blasphemy protests',Neutral
"Pakistani Christian woman whose wrongful conviction for blasphemy was overturned after almost a decade to be placed on no-fly list by government, per its agreement with Islamic parties responsible for 3 days of intense protests. But good speech PM Khan. ",Neutral
"Pakistan's PM Khan flew to China as violent protests over the Asia Bibi verdict wracked the country? So instead of pushing himself up the batting order after the loss of early wickets, he walked out of the match.""",Neutral
"Last night in Lahore, Pakistan. The Asia Bibi has put the army in a tough position. Ordinarily a civilian leader should be able to call the military in aid of civilian power as a last resort. But this is not something Pakistan's generals seem willing to undertake right now.""",Neutral
"Pretty much sums it up. Pakistan's Tehreek-e-Labaik were backed by the army and were Imran Khan's allies in his effort to topple the former government via street agitation, around this time last year.""",Neutral
"@Kashif_S_Alvi Remember, it's not me saying this quote was bad. It was IK's own team that deemed this quote so embarrassing they had to pretend the interview was faked, which they were embarassingly called out on. They keep doing ridiculous things, yet yo",Neutral
@kaalakawaa Zeb and Haniya plus I think Aik Alif by Noori stand out. Really seemed like Pakistani music was going places',Neutral
"Surreal. Fed up with Pak-based foreign reporters who know enough to ask tough questions, PM Khan organized a sitting with 4 members of the international media who traveled from abroad to meet him. He gave a quote that hurt the stock market. Now govt claims there was no interview!",Neutral
"Chief Justice of Pakistan: the formula of water is ""H 2 zero""'",Neutral
"Stunning case that once more highlights Pakistan's draconian cyber crime laws and their misuse to stifle free speech""",Neutral
"It seems Pakistan PM Imran Khan will quietly drop his vow to naturalize Afghan refugees, only days after making it. Another sad U-turn.'",Neutral
@izzazzaid Yes he was. The photo I retweeted was old but the news is correct. Please see this official PTI video where the air force plane is clearly seen',Neutral
". @ahmed_ahsan1 I\'m someone who knows Imran Khan is not ""president of Pakistan""",Neutral
"May be so but  PTI's own social media team tweeted the pic which is an air force jet """,Neutral
"So much for the claim the PM and cabinet would fly commercial only (that too business class not first). To be clear: it makes sense for the head of govt to fly in a govt plane. Should quit the cheap gimmicks especially if you can't follow through""",Neutral
"Great primer on Punja's mysterious new Chief Minister Usman Buzdar. By @aimaMK""",Neutral
"Male Pakistani Fitbit users put in the least exercise compared to counterparts around the world, and the results show it (lower RHR = better). Suspect Pakistani Fitbit users are well off but not active, ie the device is a rich guy's toy, not used by actually active people""",Neutral
@zburki @iopyne @bukk1994 So was that Senate notice just for fun? Of course I'm with you on who was responsible for this debacle (PTI). But the acts of opposition lawmakers in the legislature matter too. If nothing else the notice gave them cover to U-tur,Neutral
New Pakistan govt pointlessly rolling back the good achievements of the last one. Sigh.',Neutral
"This is a very good point. Pakistan PM Imran Khan felt moved to comment on the issue, one assumes at least partly because the religious party Tehreek-e-Labaik, which was backed by the military establishment to create problems for the last govt, threatened protests.'",Neutral
"Before you @ me about Capt Safdar, yes him too, but he's in jail while this literal Hitler fan is a provincial minister. Also, Qadri was tried and convicted under the last govt tenure.""",Neutral
"Brings back memories. When I was growing up this guy was like a Pakistani superman. Am old enough to remember92 and the swell of pride that came with it. Had a copy of his cricket manual, remember the lawsuit he won against Ian Botham and Allan Lamb,""",Neutral
"They can go too far and be too disruptive, but instead of a nuanced discussion on who needs how much, where to cut back and where to add more (eg certain politicans out of govt like the Bilour family are repeatedly targeted by the Taliban), it became this all or nothing thing.'",Neutral
"Does not really befit a govt employee to be in a Twitter war with an elected rep. In fact there's no real need to have a DG ISPR. Media relations should go through the MOD and they should be he ones handling a Twitter account, if any""",Neutral
"Gotta disagree. The amount of time I spent in Pakistan trying to get in touch with civil servants, both as a journalist and as a private citizen, to find them either gone home for the day or one one of their various huge breaks, was crazy. 9 to 5 mon-to-fri is very doable'",Neutral
"Unfortunately, the party of government set the tone with its inflammatory rhetoric toward this community during the 2018 election campaign. They were the latest actors to exploit sectarian fault lines for political gain after  Tehreek-e-Labaik and the PMLN's Capt Safdar.""",Neutral
